x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89630.59499151359,43131.41709739768,0.0,0.0,0.0,0.8851438667725994,0.46531745627566,10.555555555555554
89628.90345429086,43133.87476337883,0.0,0.0,0.0,0.8851438667731949,0.46531745627452736,10.555555555555554
89627.22080331206,43136.31951837044,0.0,0.0,0.0,0.8851438667719589,0.46531745627687837,10.555555555555554
89625.539119922,43138.76286753432,0.0,0.0,0.0,0.8851438667724824,0.4653174562758827,10.555555555555554
89623.8580568161,43141.20531547579,0.0,0.0,0.0,0.8851438667725218,0.4653174562758076,10.555555555555554
89622.1775047021,43143.64702098759,0.0,0.0,0.0,0.8851438667735884,0.46531745627377874,10.520782601453474
89620.4978341946,43146.08744559683,0.0,0.0,0.0,0.8851438667730346,0.4653174562748322,10.29187673620024
89618.82043034252,43148.52457694015,0.0,0.0,0.0,0.8851438667721445,0.4653174562765254,9.85759262033041
89617.15053015738,43150.95080606583,0.0,0.0,0.0,0.8851438667734564,0.46531745627402993,9.722222222222221
89615.46278680189,43153.4029598665,0.0,0.0,0.0,0.8574858588009948,0.514507533430095,9.722222222222221
89613.95715435503,43156.2262074851,0.0,0.0,0.0,0.7892641924149909,0.6140537717264769,9.722222222222221
89613.27512515901,43158.914928539736,0.0,0.0,0.0,0.6816121252369186,0.7317136808410863,9.722222222222221
89613.4424612722,43161.272173175515,0.0,0.0,0.0,0.5194769891688381,0.8544844397202789,9.722222222222221
89614.43580076918,43163.18805698037,0.0,0.0,0.0,0.27692784360506023,0.9608907166979247,9.722222222222221
89616.2027484598,43164.29877749072,0.0,0.0,0.0,-0.05167895505534116,0.9986637500201897,9.722222222222221
89618.44089479472,43164.06651586899,0.0,0.0,0.0,-0.22868658862245408,0.9735000997350871,9.722222222222221
89620.46844822864,43163.058286046275,0.0,0.0,0.0,-0.3601532871801424,0.9328931395038437,9.722222222222221
89622.3210868383,43161.37728312961,0.0,0.0,0.0,-0.44481437399774887,0.8956227848179114,9.722222222222221
89624.01581793679,43159.14270125255,0.0,0.0,0.0,-0.4751228217417582,0.8799194873737878,9.722222222222221
89625.59503653177,43156.73539529725,0.0,0.0,0.0,-0.47512282174320775,0.8799194873730051,9.722222222222221
89627.11898954987,43154.412334267094,0.0,0.0,0.0,-0.4751228217426635,0.879919487373299,9.722222222222221
89628.69034723769,43152.01701120553,0.0,0.0,0.0,-0.47512282174264014,0.8799194873733116,9.898934615991706
89630.18630355637,43149.7366273712,0.0,0.0,0.0,-0.48241346073131675,0.8759436356896683,10.039879753812304
89631.63833741599,43147.44095279994,0.0,0.0,0.0,-0.4879384017719931,0.8728780648384934,9.774973493250924
89633.19316712835,43144.91259118374,0.0,0.0,0.0,-0.4462781901841781,0.8948942825641107,9.722222222222221
89635.05545801655,43142.440323845105,0.0,0.0,0.0,-0.3862721787363217,0.9223848458936731,9.722222222222221
89637.13519170428,43140.32799562465,0.0,0.0,0.0,-0.30194802119530584,0.9533243899619054,9.722222222222221
89639.4200294452,43138.71924670266,0.0,0.0,0.0,-0.1636165497141239,0.986524011192655,9.722222222222221
89641.75297587966,43137.9235130351,0.0,0.0,0.0,0.06847945223489213,0.9976525269960524,9.722222222222221
89643.85081918506,43138.2128707324,0.0,0.0,0.0,0.31716319598266557,0.9483709754700749,9.722222222222221
89645.31569252761,43139.31604695335,0.0,0.0,0.0,0.5553289490165051,0.8316307824895757,9.722222222222221
89646.02100191478,43141.01602342496,0.0,0.0,0.0,0.7117840848556826,0.702398331821879,9.722222222222221
89645.99387463067,43143.05961216213,0.0,0.0,0.0,0.7945560589002459,0.6071908013671723,9.722222222222221
89645.4129325987,43145.193904307314,0.0,0.0,0.0,0.8471531496395377,0.5313487941604941,9.722222222222221
89644.32155231497,43147.450855827476,0.0,0.0,0.0,0.868848683382275,0.495077736708981,9.722222222222221
89643.00081331824,43149.67964022346,0.0,0.0,0.0,0.8758117762363479,0.4826528075187519,9.722222222222221
89641.61400080558,43151.87485418747,0.0,0.0,0.0,0.878294021470018,0.47812091760351116,9.722222222222221
89640.16095229324,43154.123118260504,0.0,0.0,0.0,0.880919172938368,0.4732667437604101,9.722222222222221
