x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89653.94236558814,43116.70368915731,0.0,0.0,0.0,0.3736435614657225,0.9275723632014975,11.1111111111
89668.2388975564,43130.45242228646,0.0,0.0,0.0,-0.8567052353123144,0.5158063006482879,11.1111111111
89666.87822552054,43127.882263996544,0.0,0.0,0.0,-0.8760856354219352,0.48215553445682235,11.1111111111
89665.44196059382,43125.61447727014,0.0,0.0,0.0,-0.8683274209497469,0.4959914213237574,11.1111111111
89663.70332410357,43122.66635452582,0.0,0.0,0.0,-0.9657707506138885,0.2593971034122904,11.1111111111
89660.83079425011,43121.00331092646,0.0,0.0,0.0,-0.9532333019777142,0.3022354578812087,11.1111111111
89656.45072092339,43117.91535896047,0.0,0.0,0.0,-0.9740119379931524,0.2264966769001772,11.1111111111
89653.19972136802,43116.316950845736,0.0,0.0,0.0,0.9956286200751584,0.09340048654710506,11.1111111111
89650.65294902388,43116.79902159335,0.0,0.0,0.0,0.97253228170596,0.23276804127671702,11.1111111111
89647.04754298956,43118.62974590094,0.0,0.0,0.0,0.9832990754911076,0.18199705530126886,11.1111111111
89644.31224363351,43119.67820696935,0.0,0.0,0.0,0.9579101724427425,0.2870681130510935,11.1111111111
89641.59167568567,43121.46970878435,0.0,0.0,0.0,0.9305952469401686,0.3660498413773276,11.1111111111
89639.21100534846,43123.685405494216,0.0,0.0,0.0,0.9483990492327125,0.3170792383844881,11.1111111111
89636.94793779805,43125.38906308835,0.0,0.0,0.0,0.939455458893239,0.34267103868826404,11.1111111111
89634.86286432462,43127.14357613306,0.0,0.0,0.0,0.9408919758746074,0.33870679021061456,11.1111111111
89632.80321857649,43128.84723372719,0.0,0.0,0.0,0.9311064009129624,0.36474768015562453,11.1111111111
89630.85644409912,43130.648964089676,0.0,0.0,0.0,0.8966804753511616,0.4426783540269559,11.1111111111
89628.64599255608,43133.534869997675,0.0,0.0,0.0,0.8906485873089576,0.4546923068675762,11.1111111111
89626.8341171351,43136.03698367426,0.0,0.0,0.0,0.8860628300710943,0.4635651638835721,11.1111111111
89625.1372814234,43138.48157749621,0.0,0.0,0.0,0.8764765657770828,0.48144452395225257,11.1111111111
89623.5727117994,43140.94310443606,0.0,0.0,0.0,0.8881434114143268,0.4595664051704844,11.1111111111
89621.86313088931,43143.359264873834,0.0,0.0,0.0,0.8881434114141366,0.459566405170852,11.1111111111
89620.15368474346,43145.775234848545,0.0,0.0,0.0,0.888143411414679,0.4595664051698036,11.1111111111
89618.4454099013,43148.18954941308,0.0,0.0,0.0,0.8881434114141263,0.45956640517087194,11.1111111111
89616.73927273386,43150.600842789754,0.0,0.0,0.0,0.8881434114144999,0.45956640517014974,11.1111111111
89615.03858432855,43153.004435399875,0.0,0.0,0.0,0.8510298308381755,0.5251173459556886,11.1111111111
89613.71712787737,43155.63784320238,0.0,0.0,0.0,0.7741999046110646,0.6329411565858382,11.1111111111
89613.25943144152,43157.894528435216,0.0,0.0,0.0,0.6271156053709626,0.7789261951560053,11.1111111111
89614.00718955175,43161.316959785945,0.0,0.0,0.0,0.4897661060859188,0.8718538646639336,11.1111111111
89615.53146569955,43163.81907346253,0.0,0.0,0.0,0.1546758044060681,0.9879652805292987,11.1111111111
89617.86101981223,43164.566831572774,0.0,0.0,0.0,-0.08361813845200261,0.9964978710071697,9.722222222222221
89619.90297465175,43164.22171244497,0.0,0.0,0.0,-0.16406708238764728,0.9864491839303254,11.11111111111111
89622.08872912785,43163.473954334724,0.0,0.0,0.0,-0.2998242318340589,0.9539944601543117,11.1111111111
89623.97635576896,43162.15741705603,0.0,0.0,0.0,-0.41107501115497636,0.9116015221597297,11.1111111111
89625.73035279558,43160.17176004476,0.0,0.0,0.0,-0.5024626300743865,0.8645989274679504,11.1111111111
89627.15506232384,43157.67133030089,0.0,0.0,0.0,-0.6158948201007189,0.7878283890372973,11.1111111111
89627.86847765453,43154.802740483436,0.0,0.0,0.0,-0.6479296366176152,0.7617001942973136,11.1111111111
89628.30221260076,43152.13323170441,0.0,0.0,0.0,-0.5864497894221898,0.809985582888158,11.1111111111
89629.24409953531,43149.266619294925,0.0,0.0,0.0,-0.5060526861585618,0.8625025674348478,11.1111111111
89630.80026055759,43146.48191009715,0.0,0.0,0.0,-0.5019268181927604,0.8649100931188696,11.1111111111
89632.43832479158,43143.61529768767,0.0,0.0,0.0,-0.5031870827737541,0.8641775047579282,11.1111111111
89634.15829223728,43140.58487885479,0.0,0.0,0.0,-0.2828931674525427,0.9591514248588007,11.1111111111
89636.61249242292,43138.99925618792,0.0,0.0,0.0,-0.14163488819858192,0.9899189655951517,11.1111111111
89639.17212595414,43138.251498077676,0.0,0.0,0.0,-0.0453144211718118,0.9989727740203251,11.1111111111
89641.70299955804,43138.02141865914,0.0,0.0,0.0,0.0524144401789218,0.9986254184932057,11.1111111111
89643.88875403414,43138.251498077676,0.0,0.0,0.0,0.2901209929834936,0.9569899735265107,8.333333333333334
89645.22171276237,43139.141493199946,0.0,0.0,0.0,0.6122161293346768,0.7906904647094628,8.333333333333334
89645.78014375122,43141.3007596902,0.0,0.0,0.0,0.6819078817982818,0.7314380635032474,8.333333333333334
89645.92905868159,43143.42279744787,0.0,0.0,0.0,0.7193977134140206,0.6945983947106981,11.1111111111
89645.85460121642,43145.54483520554,0.0,0.0,0.0,0.7529787424163145,0.6580448415337253,11.1111111111
89645.55887648222,43147.73259809483,0.0,0.0,0.0,0.8389074638222195,0.5442740735542817,11.1111111111
89644.35944256966,43150.420273880634,0.0,0.0,0.0,0.9208550201643443,0.389905157491056,11.1111111111
89642.60048426656,43152.235200325376,0.0,0.0,0.0,0.9451820348706523,0.3265439035685292,11.1111111111
89640.46972497464,43153.90702684673,0.0,0.0,0.0,0.9035052913242307,0.4285769342243199,11.1111111111
89638.568432068,43156.23447161176,0.0,0.0,0.0,0.8908979144653366,0.45420359531966914,11.1111111111
89636.82906993618,43158.63090804603,0.0,0.0,0.0,0.8908979144655771,0.4542035953191976,11.1111111111
89635.07818800844,43161.04321607952,0.0,0.0,0.0,0.8908979144651851,0.4542035953199663,11.1111111111
89633.33206221837,43163.448971261605,0.0,0.0,0.0,0.8908979144649928,0.45420359532034354,11.1111111111
89631.5818447238,43165.860363860746,0.0,0.0,0.0,0.8908979144651411,0.45420359532005256,11.1111111111
89629.81908943987,43168.28903061727,0.0,0.0,0.0,0.890897914465515,0.4542035953193192,11.1111111111
89628.0728391,43170.6949574,0.0,0.0,0.0,0.910750913033808,0.41295614102236705,11.1111111111
89626.1769196,43172.8592263,0.0,0.0,0.0,0.9266429901665514,0.37594250727364215,11.1111111111
89623.9486293,43175.0235088,0.0,0.0,0.0,0.9133372248046899,0.4072040198549951,11.1111111111
89622.09133049169,43177.09049791956,0.0,0.0,0.0,0.7996661644759137,0.6004448562460843,11.1111111111
