x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89631.7036499073,43132.23748076581,0.0,0.0,0.0,0.8963877160234844,0.4432708681632495,10.555555555555555
89629.89495685887,43134.60533852461,0.0,0.0,0.0,0.8963877160244292,0.443270868161339,10.555555555555555
89628.09576551539,43136.96075708825,0.0,0.0,0.0,0.8963877160241456,0.4432708681619126,10.555555555555555
89626.29760877581,43139.31482119604,0.0,0.0,0.0,0.896387716025379,0.44327086815941846,10.555555555555555
89624.50011528125,43141.668017013944,0.0,0.0,0.0,0.8963877160236704,0.44327086816287353,10.555555555555555
89622.70316816989,43144.02049753212,0.0,0.0,0.0,0.896387716024575,0.4432708681610442,10.555555555555555
89620.90716372509,43146.37174395456,0.0,0.0,0.0,0.8963877160245042,0.4432708681611875,10.555555555555555
89619.11358292418,43148.71981745388,0.0,0.0,0.0,0.896387716024067,0.4432708681620716,9.722222222222221
89617.328025494,43151.05738712524,0.0,0.0,0.0,0.8963877160249388,0.44327086816030853,10.555555555555555
89615.52338907596,43153.41993413008,0.0,0.0,0.0,0.8963877160239259,0.44327086816235706,10.555555555555555
89614.20478238421,43155.146193369335,0.0,0.0,0.0,0.8448227238313638,0.5350463207033156,10.555555555555555
89613.12253439293,43157.43509721152,0.0,0.0,0.0,0.702997349866298,0.7111924676773241,9.722222222222221
89613.15243617122,43160.01500950388,0.0,0.0,0.0,0.5786404649143695,0.8155827440325613,9.722222222222221
89614.0186474214,43162.4898987901,0.0,0.0,0.0,0.3404252637543778,0.9402715776826195,9.722222222222221
89615.99855885038,43164.13982498093,0.0,0.0,0.0,0.061192275191801704,0.9981259967843994,9.722222222222221
89618.67968891044,43164.46981021909,0.0,0.0,0.0,-0.24024039992824114,0.9707134233347753,10.555555555555555
89620.94833742281,43163.273613730744,0.0,0.0,0.0,-0.40683858493069824,0.9135000633889343,10.555555555555555
89622.80450438749,43161.21120599222,0.0,0.0,0.0,-0.4743586252356754,0.8803316958195474,10.555555555555555
89624.21990660627,43159.061763878126,0.0,0.0,0.0,-0.47435862523733696,0.880331695818652,10.555555555555555
89625.81183161234,43156.64425272466,0.0,0.0,0.0,-0.47435862523617456,0.8803316958192784,10.555555555555555
89627.28500145342,43154.407084197155,0.0,0.0,0.0,-0.4743586252371675,0.8803316958187434,10.555555555555555
89628.80770819132,43152.09468850747,0.0,0.0,0.0,-0.47435862523698225,0.8803316958188432,10.555555555555555
89630.30702101198,43149.8178190239,0.0,0.0,0.0,-0.4743586252361757,0.8803316958192777,10.555555555555555
89631.79953133369,43147.551279874366,0.0,0.0,0.0,-0.47435862523800193,0.8803316958182937,10.555555555555555
89633.42945561277,43145.07606269455,0.0,0.0,0.0,-0.47435862523506883,0.8803316958198742,9.722222222222221
89635.13005112078,43142.49352357215,0.0,0.0,0.0,-0.47435862523773514,0.8803316958184375,9.722222222222221
89636.73569444286,43140.05517966473,0.0,0.0,0.0,-0.251546373933584,0.9678452468038811,9.722222222222221
